Time,X,Y,Z
13:53:07,2.524546146,1598196.0,2.320842743
13:53:07,2.523674011,3.422324419,2.319736481
13:53:07,2.524372578,3.422216892,2.318464041
13:53:07,2.523629427,3.421545744,2.320173264
13:53:07,2.524532557,3.42231679,2.319062948
13:53:09,2.523658752,3.422697306,2.319777489
13:53:09,2.52362442,3.421630621,2.320381641
13:53:09,2.524283171,3.422315836,2.320022821
13:53:09,2.523972511,3.422132969,2.320173979
13:53:09,2.525028706,3.42171979,2.319258213
13:53:09,2.524889231,3.421728611,2.320395231
13:53:09,2.524047613,3.422292471,2.320444107
13:53:09,2.523895979,3.421392441,2.319625854
13:53:09,2.523344755,3.421519041,2.320290565
13:53:09,2.523784637,3.421214342,2.319936752
13:53:09,2.523515224,3.422000647,2.320574045
13:53:09,2.52434516,3.421758413,2.320162773
13:53:09,2.524460554,3.421238184,2.320294857
13:53:09,2.524466515,3.421410322,2.320779324
13:53:09,2.52503109,3.421943903,2.319572449
13:53:09,2.524004936,3.421974421,2.320066929
13:53:09,2.524066925,3.421432734,2.320380449
13:53:09,2.52452755,3.42175889,2.320801973
13:53:09,2.523819685,3.422148705,2.319000483
13:53:09,2.524774551,3.422285557,2.319998741
13:53:09,2.523799896,3.422140121,2.319568396
13:53:09,2.52387476,3.422052622,2.320734501
13:53:09,2.524355888,3.422470331,2.319480896
13:53:09,2.523298025,3.421800137,2.319902897
13:53:09,2.524177074,3.421415091,2.319882154
13:53:09,2.523798943,3.421828508,2.320382357
13:53:31,2.52450037,3.423387051,2.31996417
