Time,X,Y,Z
15:14:05,79.0,0.0,0.0
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
15:14:05,-5.84e-07,-5.77e-07,-5.79e-07
