Time,X,Y,Z
12:41:22,2701.0,0.0,0.0
12:41:22,2.52456665,3.422101259,2.318613052
12:41:22,2.524888039,3.420904398,2.320336103
12:41:22,2.525711775,3.420903683,2.318457603
12:41:22,2.525556326,3.421869993,2.31932044
12:41:22,2.524902344,3.422811985,2.319996595
12:41:22,2.524611712,3.422676563,2.318679094
12:41:22,2.524317026,3.422563791,2.319589853
12:41:22,2.524285078,3.42357111,2.318909168
12:41:22,2.524505854,3.423691988,2.318897247
12:41:22,2.524208069,3.423981667,2.319383621
12:41:22,2.524370909,3.423538685,2.319573641
12:41:22,2.523998022,3.422345877,2.317991495
12:41:22,2.524369717,3.422547817,2.319000483
12:41:22,2.524249077,3.423236847,2.318593264
12:41:22,2.524266005,3.422051191,2.31939435
12:41:22,2.52401948,3.422421932,2.318560839
12:41:22,2.524593353,3.422291517,2.319039345
12:41:22,2.524319887,3.422391653,2.318407774
12:41:22,2.524590254,3.422995806,2.319403648
12:41:22,2.524501324,3.422651768,2.319547415
12:41:22,2.524284363,3.422889948,2.318423986
12:41:22,2.524727821,3.422572374,2.319921017
12:41:22,2.524533749,3.422282696,2.318532467
12:41:22,2.524268627,3.422486544,2.319182158
12:41:22,2.52376318,3.421354294,2.319180489
12:41:22,2.52415657,3.422370195,2.319072247
12:41:22,2.524000883,3.42146945,2.319760799
12:41:22,2.524089813,3.422105074,2.318248749
12:41:22,2.524080038,3.422558069,2.317521095
12:41:22,2.523839951,3.42376256,2.318985224
12:41:22,2.524823427,3.42352128,2.32041955
12:41:22,2.524641991,3.422729254,2.320778131
12:41:22,2.525050879,3.423424006,2.318576813
12:41:22,2.525913239,3.423167467,2.319273472
12:41:22,2.524544954,3.423282623,2.319157839
12:41:22,2.52450633,3.42322588,2.318157196
12:41:22,2.52442503,3.422403574,2.316896439
12:41:22,2.524954557,3.422321558,2.318968296
12:41:22,2.524697304,3.421961784,2.319626331
12:41:22,2.524561405,3.422445774,2.318320274
12:41:22,2.523936987,3.422039509,2.319256306
12:41:22,2.52477932,3.422930479,2.31850338
12:41:22,2.524358034,3.422890425,2.318606853
12:41:22,2.525223732,3.423170328,2.31913805
12:41:22,2.524180651,3.42287612,2.319123983
12:41:22,2.524945974,3.423139095,2.3191607
12:41:22,2.523949146,3.422677279,2.318576813
12:41:22,2.523776054,3.422841549,2.318688869
12:41:22,2.52441144,3.423028231,2.318619728
12:41:22,2.523360729,3.422595501,2.318972826
12:41:22,2.523491859,3.422093153,2.319929123
12:41:22,2.524132013,3.422403574,2.319158792
12:41:22,2.52476573,3.422485352,2.319039345
12:41:22,2.523345947,3.422641039,2.316999435
12:41:22,2.523998022,3.42247653,2.319288015
12:41:22,2.524217367,3.422401428,2.319521427
12:41:22,2.523464918,3.423058271,2.318890572
12:41:22,2.523713112,3.422531605,2.31954813
12:41:22,2.524427176,3.422651768,2.317902088
12:41:22,2.524685383,3.421564102,2.319049597
12:41:22,2.524065733,3.422108889,2.318081617
12:41:22,2.524722338,3.422882795,2.317812681
12:41:22,2.52453804,3.421580553,2.318748713
12:41:22,2.524905205,3.421830893,2.318042278
12:41:22,2.525029659,3.422164679,2.318288088
12:41:22,2.525090218,3.424062014,2.317615032
12:41:22,2.524438858,3.423471689,2.31894803
12:41:23,2.524885654,3.422612429,2.319901943
12:41:23,2.524824142,3.423453569,2.319819927
12:41:23,2.523879051,3.423547745,2.31855154
12:41:23,2.524893045,3.423364639,2.318639517
12:41:23,2.524511337,3.422974348,2.319460392
12:41:23,2.524573088,3.422794342,2.319231749
12:41:23,2.524528742,3.423073053,2.319408178
12:41:23,2.524739027,3.422979593,2.318957806
12:41:23,2.52458787,3.421690702,2.318160534
12:41:23,2.525167704,3.422120571,2.318675995
12:41:23,2.525286436,3.42369771,2.317861319
12:41:23,2.524295568,3.422739267,2.318692923
12:41:23,2.524858952,3.423320055,2.32029891
