Time,X,Y,Z
13:55:08,29169064.0,0.0,0.0
13:55:08,2.552283764,3.492953539,2.549755335
13:55:08,2.553141594,3.493545294,2.549639463
13:55:08,2.552244902,3.493843317,2.549580097
13:55:08,2.552914619,3.49418664,2.549392462
13:55:08,2.5527246,3.494335651,2.54974103
13:55:08,2.552208662,3.49451828,2.548051596
13:55:08,2.552188873,3.49336791,2.548919439
13:55:08,2.552539587,3.493771315,2.550266027
13:55:08,2.552669048,3.494143963,2.55021739
13:55:08,2.552887678,3.494263411,2.549553633
13:55:08,2.552659988,3.494001865,2.549452305
13:55:08,2.553421259,3.493813515,2.550007105
13:55:08,2.55389595,3.494415283,2.550602198
13:55:08,2.552887678,3.494020224,2.550137043
13:55:08,2.553060055,3.494081497,2.549407959
13:55:08,2.553416252,3.495580196,2.549057245
13:55:08,2.553133249,3.494465828,2.549862146
13:55:08,2.551843643,3.493369818,2.549988508
13:55:08,2.55272913,3.493495464,2.550240755
13:55:08,2.552562475,3.492729425,2.550431728
13:55:08,2.553128481,3.49309516,2.549548864
13:55:08,2.552544832,3.492864132,2.55022049
13:55:08,2.553263664,3.493732929,2.550118446
13:55:08,2.552147388,3.493084192,2.551039219
13:55:08,2.552208185,3.493549824,2.549702883
13:55:08,2.553209066,3.493090153,2.549048424
13:55:08,2.552158356,3.492535353,2.550029755
13:55:08,2.552285194,3.492556334,2.549856186
13:55:08,2.552128553,3.493108034,2.550987244
13:55:08,2.552954674,3.492534161,2.550961971
13:55:08,2.552943468,3.492602587,2.548656702
13:55:08,2.552114487,3.491972446,2.551369667
13:55:08,2.552763462,3.491977692,2.550227404
13:55:08,2.55349803,3.492158175,2.551350355
13:55:08,2.551980019,3.491611719,2.550691605
13:55:08,2.552453995,3.492172241,2.550445557
13:55:08,2.552397013,3.493126631,2.550459385
13:55:08,2.5527246,3.49328804,2.549489975
13:55:08,2.553461552,3.492456198,2.550738811
13:55:08,2.552603483,3.491729259,2.550045967
13:55:08,2.552524328,3.492164612,2.551025867
13:55:08,2.552147865,3.492630482,2.549619436
13:55:08,2.55230093,3.492747545,2.549408674
13:55:08,2.552870035,3.492776871,2.54960537
13:55:08,2.552894592,3.493809938,2.549431801
13:55:08,2.552247047,3.4945786,2.549454451
13:55:08,2.553278685,3.494643211,2.550504923
13:55:08,2.552684307,3.494915724,2.549622774
13:55:08,2.552535295,3.495246172,2.550172806
13:55:08,2.552806377,3.494606018,2.550328732
13:55:08,2.552595377,3.49477911,2.549289465
13:55:08,2.552915335,3.494366169,2.549856186
13:55:08,2.553243637,3.49489522,2.549119949
13:55:08,2.553066492,3.495480061,2.550177097
13:55:08,2.553670883,3.494994164,2.550435781
13:55:08,2.553475142,3.494689703,2.549820662
13:55:08,2.552916527,3.494021654,2.551856041
13:55:08,2.552796841,3.492985964,2.550729752
13:55:08,2.55202198,3.493249655,2.550107956
13:55:08,2.552068472,3.492689848,2.550036192
13:55:08,2.553544283,3.493501902,2.549198389
13:55:08,2.553153276,3.493603468,2.550282478
13:55:08,2.554164171,3.493105888,2.551088333
13:55:08,2.552852631,3.493376017,2.550739527
13:55:08,2.553632259,3.492847443,2.548957586
13:55:08,2.55300498,3.492718697,2.550353289
13:55:08,2.552047253,3.49226141,2.551067352
13:55:08,2.552529335,3.492845535,2.550480843
13:55:08,2.552992105,3.494363546,2.550080299
13:55:08,2.552556753,3.494142056,2.550577164
13:55:08,2.552279711,3.494111538,2.550421238
13:55:08,2.553369045,3.495581627,2.550452948
