Time,X,Y,Z
16:19:35,2.562777519,3.507592678,2.560005188
16:19:35,2.562757015,3.507807255,2.560134411
16:19:35,2.5627985,3.507052898,2.559570074
16:19:35,2.562710524,3.508274555,2.559101343
16:19:35,2.5627141,3.507731438,2.558039188
16:19:35,2.562064648,3.507707834,2.559048653
16:19:35,2.56243372,3.506872654,2.559435368
16:19:35,2.561890841,3.508147717,2.559627056
16:19:35,2.562343359,3.508305788,2.56065011
16:19:35,2.561533689,3.507453442,2.558401108
16:19:35,2.562772036,3.50783515,2.559463739
16:19:35,2.562105417,3.507853508,2.560638905
16:19:35,2.563607216,3.508882999,2.560928583
16:19:35,2.562687635,3.508305073,2.560288429
16:19:35,2.563002825,3.508363008,2.560219765
16:19:35,2.562068939,3.508021593,2.561462164
16:19:35,2.56311965,3.507301569,2.559052467
16:19:35,2.563550472,3.5106318,2.561708689
16:19:35,2.563182354,3.509433031,2.562561989
16:19:35,2.565460443,3.510510921,2.561599255
16:19:35,2.56439352,3.510158777,2.561803579
16:19:35,2.564802647,3.510093927,2.561966896
16:19:35,2.564014196,3.509596825,2.562847853
16:19:35,2.564986229,3.510325909,2.56170702
16:19:35,2.565196276,3.510773897,2.561343193
16:19:35,2.564263344,3.510173321,2.561618328
16:19:35,2.564415932,3.510531187,2.56116128
16:19:35,2.564973593,3.50939846,2.561598301
16:19:35,2.563881397,3.509589672,2.561299562
16:19:35,2.564816236,3.508122921,2.562176704
16:19:35,2.563809395,3.508136034,2.561548948
16:19:35,2.565963984,3.509865046,2.561939001
16:19:35,2.563983917,3.509386778,2.561264515
16:19:35,2.563848495,3.509879351,2.560943842
16:19:35,2.565522671,3.511073828,2.561885357
16:19:35,2.565019369,3.510523319,2.561462164
16:19:35,2.564132929,3.509630919,2.561777353
16:19:35,2.56435585,3.508575678,2.562553644
16:19:35,2.565539837,3.509774446,2.56228447
16:19:35,2.565188885,3.509547234,2.561784983
16:19:35,2.564624786,3.509260893,2.560838223
16:19:35,2.564669847,3.509951591,2.562610865
16:19:35,2.564369917,3.51000452,2.561105728
16:19:35,2.564300299,3.509724617,2.561093807
16:19:35,2.564328671,3.510439157,2.561288357
16:19:35,2.56439352,3.50975585,2.561088324
16:19:35,2.564380884,3.510054111,2.561401844
16:19:35,2.563211679,3.509285212,2.560236931
16:19:35,2.564123869,3.509851456,2.561896801
16:19:35,2.563754559,3.509585619,2.561343908
16:19:35,2.56307888,3.509792566,2.561714888
16:19:35,2.563611031,3.509254932,2.561363697
16:19:36,2.563625813,3.51036787,2.561305046
16:19:36,2.563431501,3.510261059,2.560105324
16:19:36,2.563541174,3.509733438,2.562885046
16:19:36,2.564607859,3.5092206,2.561462879
16:19:36,2.564692736,3.510848761,2.562201738
16:19:36,2.565123796,3.511429548,2.561045885
16:19:36,2.564964294,3.511404276,2.561514616
16:19:36,2.563620567,3.509881258,2.560340166
16:19:36,2.563705683,3.509822607,2.561304331
16:19:36,2.564101458,3.510305643,2.560810089
16:19:36,2.564021587,3.509484529,2.561293125
16:19:36,2.564701319,3.510558128,2.560216427
16:19:36,2.56395483,3.509649038,2.560998678
16:19:36,2.563938141,3.510745764,2.560959816
16:19:36,2.564338207,3.510167122,2.560257912
16:19:36,2.564569235,3.51056838,2.560451746
16:19:36,2.564506531,3.509849787,2.56071949
16:19:36,2.563421488,3.507482767,2.559772491
16:19:36,2.56445241,3.508513689,2.560702562
16:19:36,2.564400196,3.509054661,2.5616436
16:19:36,2.56471467,3.509881258,2.561195135
16:19:36,2.563029766,3.507956505,2.55958128
16:19:36,2.564111471,3.507438421,2.56052947
16:19:36,2.563087225,3.506250858,2.559960604
16:19:36,2.563263178,3.509297848,2.559666157
16:19:36,2.56297946,3.507610798,2.558391333
16:19:36,2.561127663,3.504823446,2.557790041
16:19:36,2.5607934,3.505738735,2.558221102
16:19:36,2.560914755,3.506317854,2.557811737
16:19:36,2.560682297,3.509025097,2.560545683
16:19:36,2.56139183,3.505905867,2.558062792
16:19:36,2.560098648,3.50420928,2.558816195
16:19:36,2.561276197,3.505624771,2.557768106
16:19:36,2.561800718,3.505899668,2.558293819
