Time,X,Y,Z
15:21:29,2.563738823,3.510122538,2.561447859
15:21:29,2.563263655,3.510008812,2.560276508
15:21:29,2.563721418,3.510418177,2.561368227
15:21:29,2.564703226,3.510223389,2.56178093
15:21:29,2.564320803,3.509913206,2.560451031
15:21:29,2.564324141,3.509939194,2.559661388
15:21:29,2.563908577,3.509821892,2.561191797
15:21:29,2.563389778,3.510828733,2.560464382
15:21:29,2.563033819,3.509659529,2.560404778
15:21:29,2.563210964,3.509939909,2.561340809
15:21:29,2.563808203,3.509995461,2.562000036
15:21:29,2.563646317,3.509104252,2.562098026
15:21:29,2.564180136,3.509710312,2.561356544
15:21:29,2.564077854,3.510471582,2.561737537
15:21:29,2.563649416,3.510557413,2.561651468
15:21:29,2.564038038,3.511004925,2.561825275
15:21:29,2.56351161,3.509935617,2.561339855
15:21:29,2.563202143,3.509815693,2.561009884
15:21:29,2.563662052,3.509177208,2.561884403
15:21:29,2.564026833,3.509163618,2.560389519
15:21:29,2.562999249,3.509139538,2.562077999
15:21:29,2.5633986,3.51023674,2.560881138
15:21:29,2.563685894,3.510293007,2.561032295
15:21:29,2.563946486,3.510212183,2.560862541
15:21:29,2.563285112,3.511457682,2.561089993
15:21:29,2.563204288,3.510199785,2.56077528
15:21:29,2.563857794,3.511066914,2.561686039
15:21:29,2.563687086,3.509840012,2.561946869
15:21:29,2.563504696,3.509162426,2.559813023
15:21:29,2.561818838,3.505701542,2.558237076
15:21:29,2.561116457,3.505745411,2.558163643
15:21:29,2.561921835,3.506466389,2.556854725
15:21:29,2.561785698,3.507111073,2.557778597
15:21:29,2.56027317,3.507211447,2.557857275
15:21:29,2.562241077,3.507225037,2.559520483
15:21:29,2.561808825,3.506486654,2.559063435
15:21:29,2.561270237,3.506101608,2.559228182
15:21:29,2.561515331,3.506981134,2.558987617
15:21:29,2.561720133,3.50652194,2.559776068
15:21:29,2.562557936,3.508125305,2.559592009
15:21:29,2.56096983,3.506854534,2.559211016
15:21:29,2.562253952,3.506578684,2.55971384
15:21:29,2.562160969,3.506464958,2.560458183
15:21:29,2.561419487,3.506600142,2.560851097
15:21:29,2.5615201,3.506293535,2.559612274
15:21:29,2.562784672,3.508009434,2.560109138
15:21:29,2.562318802,3.506688118,2.559635639
15:21:29,2.561525345,3.508281469,2.559843302
