Time,X,Y,Z
16:34:00,2.55949235,3.503446817,2.556885958
16:34:00,2.560115576,3.502492905,2.556942701
16:34:00,2.559980869,3.502190113,2.557272911
16:34:00,2.558984756,3.50418067,2.556488514
16:34:00,2.560189009,3.504032612,2.556592226
16:34:00,2.560062647,3.504564762,2.556568384
16:34:00,2.559776306,3.503838301,2.557928562
16:34:00,2.559319973,3.505400419,2.556536674
16:34:00,2.560484886,3.505957603,2.557236433
16:34:00,2.559806347,3.504472733,2.555484533
16:34:00,2.559741497,3.503372908,2.556764126
16:34:00,2.559918642,3.50416255,2.557747602
16:34:00,2.560821533,3.503529072,2.556898355
16:34:00,2.559611082,3.502893209,2.555670261
16:34:00,2.559310675,3.503623009,2.55757618
16:34:00,2.560195446,3.504869938,2.558075428
16:34:00,2.559740067,3.504169703,2.55643487
16:34:00,2.560352087,3.505438805,2.556684971
16:34:00,2.560060501,3.504318476,2.555101395
16:34:00,2.559420347,3.504183531,2.55640173
16:34:00,2.558962345,3.502924204,2.557455778
16:34:00,2.558613539,3.502343416,2.556612015
16:34:00,2.560296535,3.50326395,2.555980444
16:34:00,2.560001135,3.503188848,2.556787491
16:34:00,2.559541225,3.502778053,2.556243658
16:34:00,2.55877018,3.502890825,2.555635691
16:34:00,2.558441877,3.50254035,2.556782007
16:34:00,2.559907436,3.504028797,2.555849314
16:34:00,2.558692694,3.501301765,2.554932833
16:34:00,2.558279753,3.501394272,2.555122852
16:34:00,2.558830261,3.502171278,2.555927038
16:34:00,2.559103966,3.50248313,2.555321693
16:34:00,2.558771372,3.502575159,2.55472064
16:34:00,2.558965683,3.503234625,2.556551695
16:34:00,2.558720589,3.502573252,2.554895878
16:34:00,2.558229685,3.503410816,2.556181431
16:34:00,2.558436394,3.503728867,2.55500102
16:34:00,2.558604956,3.50378871,2.555442333
16:34:00,2.559849024,3.503799915,2.555754423
16:34:00,2.55978179,3.503091335,2.556030273
16:34:00,2.558780909,3.502699614,2.557036638
16:34:00,2.558811188,3.503519297,2.557003736
16:34:00,2.5588727,3.502798796,2.556608915
16:34:00,2.559494257,3.503155231,2.55502224
16:34:00,2.559049845,3.503179073,2.555740356
16:34:00,2.558834314,3.503258467,2.555032253
16:34:00,2.558846712,3.503313065,2.554785252
16:34:00,2.559604645,3.502635956,2.557003021
16:34:00,2.560337305,3.50248313,2.555663586
16:34:00,2.559455872,3.501957178,2.55499506
16:34:00,2.558073759,3.501848936,2.555989027
16:34:00,2.55899477,3.502581596,2.557006121
16:34:00,2.558716774,3.501303911,2.555254936
16:34:00,2.558603764,3.50159955,2.555710793
16:34:00,2.559237242,3.501920938,2.555586338
16:34:00,2.558997393,3.502676964,2.554949045
16:34:00,2.559838533,3.504135847,2.554830313
16:34:00,2.55927968,3.502985954,2.556340218
16:34:00,2.558020353,3.503341198,2.556851387
16:34:00,2.559623718,3.50288105,2.556126595
16:34:00,2.559542656,3.501947403,2.555464029
16:34:00,2.559734106,3.501415491,2.554952621
16:34:00,2.559072733,3.501330853,2.554467201
16:34:00,2.55971384,3.502310991,2.556215286
16:34:00,2.56004858,3.503213167,2.555596352
16:34:00,2.560746908,3.502702236,2.555594206
16:34:00,2.559254408,3.505064964,2.555392742
16:34:00,2.559234619,3.505312681,2.555774212
16:34:00,2.55926156,3.504863262,2.556158781
16:34:00,2.559531212,3.504729986,2.557298422
16:34:00,2.559308052,3.503454447,2.555385351
16:34:00,2.558821678,3.503614426,2.555407047
16:34:00,2.55939579,3.503694057,2.556856155
16:34:00,2.558902264,3.503204107,2.556110859
16:34:00,2.559345722,3.504225969,2.558320761
16:34:00,2.558487177,3.503780127,2.556643724
16:34:00,2.559426069,3.50532794,2.556793213
16:34:01,2.560116053,3.506611109,2.558205605
16:34:01,2.559934378,3.504900694,2.556495667
16:34:01,2.560047865,3.504635572,2.55568409
16:34:01,2.559309483,3.50282979,2.556009531
16:34:01,2.559138298,3.503620386,2.557229757
16:34:01,2.559216261,3.503825903,2.556002378
16:34:01,2.559060812,3.503822565,2.555739641
16:34:01,2.558597803,3.501456261,2.556430101
16:34:01,2.559271574,3.501436472,2.555737019
16:34:01,2.558980942,3.502510548,2.555981398
16:34:01,2.559339285,3.501220703,2.555774927
16:34:01,2.559285402,3.502223253,2.556363583
16:34:01,2.558970451,3.502214193,2.554631948
16:34:01,2.558428526,3.503042459,2.554261684
16:34:01,2.559886932,3.503805637,2.555900335
16:34:01,2.559104443,3.504917622,2.556822777
16:34:01,2.559693813,3.503838301,2.556088209
16:34:01,2.559053421,3.502997875,2.556883097
16:34:01,2.559999943,3.504020214,2.557601929
16:34:01,2.558990955,3.504032135,2.557078838
16:34:01,2.559490442,3.504212141,2.556752205
16:34:01,2.559565783,3.503504753,2.556444883
16:34:01,2.559372902,3.502631187,2.555342913
16:34:01,2.558655262,3.503408909,2.55595088
16:34:01,2.559021235,3.502762318,2.554674864
16:34:01,2.559508085,3.503358126,2.556105614
